distance_from_center_mm,angle_degrees,etch_gas_flow,spin_coat_rpm,litho_overlay_error_nm,yield_pass
99.02,239.42,50.29,1969,2.569,1
36.82,273.31,49.65,2154,2.566,1
142.51,1.18,45.75,1927,1.456,1
56.45,261.75,52.7,2226,2.16,1
62.35,0.45,52.64,2068,0.74,1
123.15,217.58,44.76,2111,2.028,1
14.32,69.4,50.73,2283,1.624,1
149.47,35.35,47.36,1983,0.596,1
95.75,223.69,48.71,1787,2.52,1
107.31,140.58,50.56,1919,2.129,1
117.15,147.29,51.9,1881,2.85,1
88.13,233.74,44.17,2122,1.818,1
122.34,187.35,49.81,1866,1.053,1
134.44,266.79,51.84,1945,2.938,1
132.13,21.96,44.76,2068,1.832,1
98.72,59.24,60.7,2153,2.772,1
11.78,187.51,52.49,2074,0.793,1
67.9,156.67,52.42,1845,1.657,1
64.48,149.2,54.3,2247,2.705,1
52.71,21.46,53.56,1896,0.759,1
107.77,97.34,56.73,2012,1.848,1
43.59,87.71,45.37,1778,2.068,1
85.96,224.6,57.58,2167,2.58,1
132.82,354.01,49.16,1953,3.199,1
90.05,51.03,45.12,1804,1.685,1
115.48,139.9,55.22,2171,2.925,1
68.13,172.08,56.87,2048,2.595,1
22.39,121.97,55.17,2236,1.775,1
107.49,66.11,50.8,1928,2.783,1
118.5,39.1,50.3,2246,2.292,1
137.73,301.95,44.41,2020,2.523,1
86.15,126.28,44.02,2475,2.806,1
59.45,335.95,48.3,1832,2.973,1
134.11,342.62,55.61,1858,1.702,1
133.69,241.29,49.93,2066,1.963,1
45.75,263.61,49.96,2138,1.538,1
127.41,259.4,50.2,2289,2.615,1
27.2,145.26,52.25,1964,2.513,1
89.45,106.73,48.26,2018,2.014,1
26.01,301.04,57.23,1950,2.622,1
41.88,115.33,51.07,2087,2.708,1
27.4,81.86,56.83,1863,1.771,1
84.75,50.46,53.08,2092,1.577,1
88.27,287.62,42.65,1967,1.352,1
146.95,287.72,52.07,1732,0.322,1
30.78,131.1,48.94,1942,1.317,1
105.65,71.11,49.93,2028,2.3,1
124.46,218.28,50.67,2383,1.288,1
130.72,61.59,52.36,2103,1.516,0
7.03,297.72,46.91,1858,1.713,1
29.47,86.61,45.88,2181,2.113,1
50.73,40.72,45.74,2014,2.502,0
81.67,23.02,53.24,1986,2.007,1
57.62,240.91,55.03,1774,1.208,1
144.2,142.22,52.93,2206,1.235,1
102.23,245.76,47.64,1904,1.13,1
40.51,77.05,47.5,1988,1.724,1
147.24,203.26,52.66,2138,1.936,0
122.43,102.45,51.82,1876,2.869,1
117.12,180.16,47.51,1948,3.023,1
53.65,269.25,44.02,2387,2.058,1
136.37,273.42,61.54,1921,3.589,1
108.87,225.37,51.83,2138,1.175,1
11.3,269.22,45.25,2177,2.357,1
119.93,29.58,56.28,1837,1.662,1
144.42,106.44,48.4,2133,3.58,1
108.67,224.1,43.72,2203,2.048,1
78.83,64.47,46.64,2409,0.056,1
140.65,324.31,47.73,1885,1.716,1
73.02,250.57,44.6,2124,2.675,1
102.76,1.58,50.92,1859,0.645,1
143.45,31.48,49.22,1859,1.452,0
45.88,248.28,43.14,1848,1.372,1
135.57,260.12,51.59,1841,3.421,1
55.35,86.01,45.65,1809,2.243,1
96.3,16.12,47.61,1913,2.042,1
114.47,205.29,48.81,1991,2.595,1
92.69,15.15,46.66,1881,1.522,1
103.39,258.42,52.69,2203,1.228,1
58.55,189.47,54.14,1979,2.237,1
74.19,345.62,48.51,1984,1.766,1
123.43,50.65,58.24,1872,2.229,1
141.08,225.0,42.7,2010,4.028,1
1.46,220.64,54.91,2057,2.57,1
80.01,87.98,47.1,1798,1.811,1
41.87,191.06,40.49,1864,2.911,1
97.54,302.45,53.7,2138,1.981,1
31.33,120.1,46.5,1833,1.864,1
6.64,212.73,47.79,1948,1.714,1
19.45,183.56,52.67,2009,2.351,1
131.43,354.39,53.12,2052,2.583,1
45.15,285.89,47.51,1951,0.517,1
64.79,12.69,44.58,2049,1.647,1
4.62,135.26,59.93,1982,1.574,1
109.2,154.17,47.41,2081,2.279,1
65.93,280.04,51.7,1948,2.199,1
135.64,284.74,57.08,2057,2.066,1
41.46,86.1,53.24,2075,2.205,1
13.34,132.04,55.25,1936,2.768,1
103.61,149.51,43.11,2081,3.044,1
80.44,170.74,51.86,2133,1.586,1
25.81,223.77,40.47,1940,3.204,1
17.63,58.27,55.49,2383,2.088,1
131.74,296.62,43.88,1954,0.353,1
70.6,96.66,45.82,1715,1.525,1
11.43,359.77,51.7,2295,1.493,1
0.16,2.0,51.05,1782,2.658,1
147.02,338.96,56.86,2043,0.2,1
96.94,314.5,59.04,1767,2.796,1
34.57,306.23,52.83,1740,2.905,1
123.76,145.93,48.33,1920,2.913,1
141.42,238.52,55.39,1867,2.23,1
97.98,93.36,51.07,2078,3.623,1
15.54,182.59,47.84,2114,1.765,1
124.54,291.5,45.25,1725,2.583,1
148.69,13.21,51.15,2106,2.667,1
64.34,48.32,47.06,1980,1.342,1
112.62,261.97,46.57,2013,2.425,1
85.21,169.03,45.43,2245,3.698,1
105.28,14.23,47.53,2041,2.057,1
107.52,21.98,50.0,2186,2.242,1
115.01,56.86,47.17,2050,1.525,1
34.35,98.02,53.85,1921,1.926,1
91.12,248.64,53.15,1873,2.139,1
56.37,289.25,44.25,2226,3.365,1
27.56,204.21,44.29,1799,2.727,1
135.54,191.2,57.44,2194,1.079,1
147.73,239.15,44.73,1963,1.609,1
28.04,116.03,54.01,1874,4.173,1
6.89,284.03,47.3,1817,1.773,1
142.26,251.12,58.71,1994,2.776,0
40.99,270.06,57.67,2097,2.232,1
111.21,194.58,40.33,2078,2.402,1
43.27,313.06,52.08,1776,2.236,1
90.15,149.75,50.21,1931,1.482,1
96.86,230.17,50.5,2144,1.961,1
83.21,249.81,47.88,2182,1.37,1
136.3,266.22,55.12,2019,1.06,1
22.07,193.3,48.47,1888,3.078,1
40.62,306.63,56.35,2063,2.093,1
41.26,130.74,52.97,1626,0.634,1
14.76,133.76,50.4,1980,2.148,1
99.17,58.64,49.33,1766,2.958,1
12.63,89.2,43.6,2065,1.422,1
117.98,58.24,38.84,2083,1.141,1
3.49,328.46,49.76,1896,1.354,1
44.86,255.77,50.83,2020,2.181,1
6.84,124.4,52.42,1688,2.027,1
13.13,10.56,49.29,2192,1.139,1
68.74,106.59,40.01,2012,1.344,1
102.15,120.88,37.85,1954,1.054,1
139.9,210.84,54.08,1675,1.94,1
20.7,15.63,50.76,2068,2.359,1
128.99,58.51,45.89,2152,1.552,1
85.75,241.03,46.97,2079,2.661,1
22.94,97.58,43.22,2069,1.427,0
88.77,189.09,48.98,1970,1.621,1
91.09,293.04,50.23,1688,1.936,1
89.83,181.32,53.93,2148,2.034,1
6.13,35.3,47.0,1936,2.042,1
41.67,21.64,54.15,2047,3.452,1
83.32,325.61,52.76,1938,1.591,1
125.46,298.66,49.1,2115,2.229,0
116.86,325.93,49.05,2055,2.201,1
51.89,138.78,51.84,2071,1.638,1
149.51,219.29,55.86,1964,1.543,1
13.1,75.08,52.99,1835,1.793,0
64.85,191.16,47.34,2104,0.525,1
71.17,43.33,46.95,2151,1.965,1
46.18,284.1,41.27,1997,1.743,1
83.63,289.65,54.61,2135,2.93,1
136.12,103.98,52.03,2116,2.466,1
49.97,226.49,40.83,2159,0.601,0
111.08,271.13,56.54,1678,2.513,1
93.87,218.01,47.98,2192,2.34,1
18.32,287.09,48.33,2117,1.678,1
13.31,98.33,53.4,1871,2.116,1
82.21,108.29,42.57,2094,2.847,1
117.34,257.13,63.6,1997,0.905,1
137.71,285.31,38.28,2117,1.694,1
76.34,317.16,56.57,1945,1.821,1
135.8,62.83,48.37,2034,1.676,1
32.84,313.36,47.94,2126,1.649,1
55.0,318.55,52.73,1959,2.355,1
48.33,93.62,45.24,2091,2.699,1
117.61,335.28,42.88,1926,1.371,1
50.34,255.35,37.54,1925,2.183,1
126.93,150.61,51.29,2236,1.487,1
18.95,50.92,49.43,2057,3.173,0
43.49,221.92,50.78,1901,1.383,1
128.76,23.54,36.53,2232,3.85,1
21.25,110.87,57.3,2013,1.544,0
110.02,268.51,43.74,2057,2.01,1
59.0,224.32,45.15,2351,2.385,1
7.85,299.04,56.77,2016,2.011,1
119.37,26.75,39.91,1871,3.069,1
121.52,214.35,53.41,1985,2.147,1
37.11,257.29,52.43,1959,3.085,1
31.09,212.28,45.24,1908,2.679,1
4.18,257.13,59.98,2069,2.341,1
132.54,270.81,52.43,2163,3.294,1
31.41,92.63,44.83,2041,0.032,1
85.77,317.78,49.94,2052,0.954,1
19.39,146.59,56.4,1961,2.461,1
141.55,18.68,49.89,1913,1.6,0
85.7,53.57,53.12,1906,1.214,1
131.55,130.77,53.72,2117,2.539,0
76.67,55.63,54.64,1830,1.484,1
114.75,148.86,45.75,2049,0.973,1
114.88,236.18,53.91,1962,3.021,1
62.64,260.18,51.18,2066,2.157,1
144.46,174.09,58.05,1898,2.713,1
59.7,203.75,50.41,1973,2.255,1
59.73,80.43,43.79,2043,2.995,1
108.8,95.21,50.57,2332,1.832,1
37.97,310.13,42.25,1806,3.394,1
112.45,86.58,49.51,2076,2.579,1
16.21,119.92,48.83,1774,0.0,1
8.91,124.7,53.53,2047,2.123,1
93.31,106.1,45.11,2109,1.428,1
30.28,246.55,52.43,2110,2.148,1
16.41,145.62,50.97,1938,1.849,1
50.75,60.31,43.74,2068,2.043,1
97.04,183.29,45.35,2109,3.07,1
36.53,331.95,54.75,1966,2.201,1
81.09,295.8,44.55,2227,2.573,1
7.7,358.16,52.36,1947,0.784,1
99.6,174.64,54.09,2119,2.026,1
25.4,78.82,46.63,1880,1.446,1
20.9,212.91,52.91,2157,2.646,1
99.24,30.19,45.78,1714,0.383,1
78.8,295.02,52.91,2025,2.062,1
61.09,318.02,43.83,1771,1.966,1
84.37,41.81,46.54,2210,0.524,1
100.76,71.38,57.0,1885,2.183,1
30.76,46.89,47.63,2079,2.351,1
81.52,317.86,53.64,2033,3.603,1
15.29,235.09,45.66,2031,0.002,1
35.65,65.08,60.29,2156,3.542,1
112.15,336.28,54.51,2196,0.923,1
5.78,26.99,49.52,1935,0.884,1
80.46,328.0,50.3,2144,1.221,1
128.53,198.54,48.62,1799,1.413,0
83.7,129.75,49.57,1870,2.24,1
24.11,247.26,55.31,1777,3.144,1
53.65,14.23,56.89,1686,2.61,1
61.56,123.22,48.0,1867,3.074,1
57.61,221.72,50.23,2070,2.258,1
38.99,7.37,47.61,2139,1.932,1
105.52,154.86,51.64,1903,0.776,1
128.64,129.25,47.98,1969,2.603,1
96.78,57.5,51.92,2052,2.047,1
135.07,231.9,46.01,1860,2.044,1
89.79,338.88,51.55,2066,2.378,1
24.05,321.05,48.21,2028,1.896,1
145.0,95.62,49.74,1768,1.854,0
20.66,46.73,47.1,1995,3.127,1
63.48,336.49,56.51,2063,2.241,1
63.24,271.48,47.89,1911,0.061,1
60.01,175.15,47.42,1920,1.051,1
77.25,202.42,48.15,1875,2.396,1
28.09,293.59,56.5,2272,2.301,1
22.36,227.86,57.79,2325,3.928,1
101.67,123.22,49.87,1999,1.898,1
29.45,32.32,52.27,2163,1.558,1
115.74,196.24,50.46,2150,2.346,1
22.61,134.73,48.31,1881,2.535,1
104.62,255.08,47.75,1796,1.699,1
42.86,25.9,42.42,1955,2.295,1
83.42,321.12,54.96,2174,1.395,1
136.32,322.86,50.11,2077,2.864,0
141.13,350.22,45.46,1826,2.249,0
69.04,179.02,52.73,1900,2.372,1
122.46,247.25,50.72,1948,0.342,0
73.02,18.91,52.6,1673,1.688,1
87.88,194.87,44.93,2074,3.544,1
22.45,187.49,54.96,2022,2.848,1
25.22,98.69,40.83,1947,1.699,1
33.08,353.23,35.46,2147,2.62,1
110.19,320.64,51.21,1819,2.943,1
66.58,219.86,56.39,2270,2.269,1
26.41,123.63,54.19,1916,1.201,1
136.65,325.94,39.53,2061,1.463,1
37.63,344.42,49.01,2056,1.708,1
68.85,182.15,43.23,2013,1.248,1
39.15,219.57,52.1,1713,2.983,0
45.91,160.2,47.66,2025,2.64,1
35.09,203.67,44.21,1901,2.06,1
101.12,215.22,53.24,2121,0.884,1
56.33,78.46,37.41,1806,3.405,1
77.38,218.2,51.43,1855,2.508,1
59.7,113.5,45.78,1888,1.749,1
60.81,174.34,64.15,1928,2.115,1
96.76,196.78,51.03,1932,1.587,1
144.29,105.51,46.82,2061,2.164,1
63.45,146.71,58.46,2136,1.419,1
40.44,268.9,53.03,2042,2.858,1
30.12,171.42,49.16,2016,1.329,1
73.79,169.78,56.46,1847,1.653,1
116.03,216.7,43.01,1995,0.972,1
126.36,356.58,50.86,2062,2.154,1
71.3,100.38,51.49,2087,0.325,1
25.38,94.13,55.41,1755,1.096,1
108.09,180.99,45.73,1808,1.743,1
39.21,9.64,51.29,2088,1.466,1
15.72,272.16,48.75,1910,1.194,1
33.02,163.64,43.82,1814,1.76,1
88.7,309.94,40.54,1891,2.218,1
60.67,131.65,51.85,2030,1.976,1
116.61,161.81,56.92,2029,1.945,1
85.13,104.94,50.92,1893,2.305,1
55.82,7.85,51.1,1996,2.407,1
28.57,248.89,58.52,1968,0.377,1
127.52,104.03,47.52,1905,1.772,1
25.68,12.76,50.9,2136,2.379,1
145.39,136.32,52.99,1588,1.686,1
72.53,120.45,47.07,1909,2.336,1
91.44,281.05,49.39,2321,2.715,1
143.6,256.85,48.69,2076,2.161,1
136.19,320.2,52.41,1826,2.237,1
60.84,229.76,49.35,2016,1.281,1
140.29,71.89,51.61,1997,1.262,0
62.58,246.62,40.61,2255,2.409,1
18.89,132.77,48.38,2113,2.635,1
14.76,117.91,54.31,1851,2.065,1
104.72,331.28,54.29,1903,1.318,1
77.76,138.01,56.68,1933,1.643,1
135.51,198.98,51.36,1712,2.29,1
79.95,314.32,44.14,1894,1.683,1
118.62,222.02,48.41,2162,2.315,1
144.61,291.52,45.52,1969,2.256,1
149.73,85.67,49.37,1807,1.774,1
10.68,83.75,50.82,2088,1.78,1
147.19,274.04,44.38,2042,0.596,1
78.54,114.23,43.58,1948,0.228,1
62.04,113.54,51.14,1921,1.951,1
124.03,80.34,52.87,1850,2.475,1
117.38,281.84,45.99,2060,1.744,1
128.8,181.52,47.68,2122,2.921,0
92.68,300.65,60.73,1931,1.681,1
97.28,35.75,54.86,1924,2.9,1
94.28,341.39,51.72,2173,2.135,1
133.63,178.32,55.79,2135,2.888,1
81.28,160.24,36.27,1937,1.052,1
2.78,212.48,57.24,1981,1.487,1
4.35,181.96,45.72,1858,2.238,1
50.36,337.73,62.08,2255,3.947,1
2.29,194.89,52.2,1996,1.871,1
6.85,66.15,56.74,2118,2.074,1
29.59,280.05,44.63,1822,3.751,1
4.21,312.25,40.21,1801,1.304,1
79.29,256.48,54.01,1934,2.214,1
123.75,278.16,49.21,2123,1.413,1
147.02,189.13,44.02,2067,2.747,1
110.92,65.66,44.92,2074,2.222,1
83.99,166.98,48.51,2008,3.237,1
95.49,266.06,50.51,2080,2.169,1
76.57,22.67,47.93,2041,1.877,1
88.95,263.67,46.49,1830,0.036,1
56.19,229.59,48.4,1790,3.271,1
9.08,262.52,52.81,1976,2.063,1
42.62,131.3,52.11,2091,0.816,1
22.04,356.48,51.06,1887,1.995,1
44.95,310.2,45.9,1869,1.09,1
89.63,223.73,53.77,1813,3.958,1
69.68,123.13,44.56,2176,0.895,1
114.77,187.12,52.28,2071,1.235,1
144.07,54.75,55.39,2195,1.31,0
44.64,13.97,49.86,2088,1.826,1
121.77,28.12,48.79,1964,0.565,1
107.82,180.14,53.26,2319,1.953,1
120.09,301.56,51.88,1892,2.499,1
131.11,234.33,48.48,2015,0.579,0
106.96,14.34,44.49,2126,1.848,1
111.6,261.17,44.69,1854,1.113,1
17.6,283.76,52.95,1928,1.908,1
82.28,232.45,47.44,1757,1.83,1
66.8,326.84,48.57,2209,1.071,0
6.89,160.49,49.16,1785,2.22,1
70.99,329.81,54.93,2106,1.585,1
133.48,4.07,51.24,1845,2.958,0
99.05,159.23,49.6,1984,2.709,1
23.26,12.94,53.62,1851,2.348,1
104.45,100.29,63.76,2172,1.459,0
77.22,86.15,48.5,1932,2.208,1
9.03,71.91,46.4,2226,1.639,1
0.17,276.33,45.59,1951,2.686,1
63.49,183.41,47.35,2010,1.756,1
92.97,220.11,47.12,1989,2.394,1
130.24,314.36,46.51,1898,1.391,1
19.38,153.81,52.22,2046,2.222,1
124.07,258.35,47.01,1910,0.407,1
30.3,341.35,47.49,1902,1.813,1
51.33,41.87,47.77,2028,3.539,1
15.49,101.29,51.19,2085,1.608,1
62.1,301.75,51.13,1881,2.898,1
29.47,13.3,45.9,1903,2.714,1
109.37,229.12,43.87,2224,0.829,0
116.97,258.75,42.61,1741,1.585,1
89.21,55.43,48.27,1716,2.716,1
84.14,139.0,49.28,1796,0.939,1
24.01,301.17,56.24,1954,2.629,1
138.81,76.73,40.06,2179,2.025,1
149.2,148.34,51.02,1577,2.513,0
72.48,179.0,52.4,1796,3.691,1
144.7,232.43,44.21,2009,1.819,1
34.36,261.88,54.11,1764,1.391,1
4.69,114.03,43.92,1871,2.202,1
140.49,107.92,48.08,1999,1.556,1
8.24,121.73,47.67,1959,1.824,1
25.3,172.5,45.77,2043,2.022,1
2.26,332.41,49.56,2059,2.063,1
113.46,142.19,49.25,1851,0.486,1
35.18,282.75,42.74,1878,1.249,1
37.62,146.21,50.51,2083,1.335,0
27.21,338.76,50.14,1647,1.828,1
6.72,18.96,50.0,2181,2.12,1
133.13,59.2,52.09,1918,3.878,0
87.63,126.37,44.53,2070,1.235,1
78.83,24.57,49.62,2000,1.892,1
68.41,207.99,46.69,1888,2.444,1
146.51,285.95,56.25,2047,2.803,0
28.58,158.86,44.9,1717,2.541,1
20.07,29.71,49.31,1969,1.273,1
98.86,280.81,50.3,2082,3.744,1
20.4,240.39,56.23,1863,1.519,1
36.85,5.63,50.59,2166,1.876,0
80.12,201.61,54.85,1697,1.372,1
59.3,136.99,54.89,2143,3.013,1
84.06,42.49,56.43,2063,2.805,1
55.42,252.79,43.37,2080,2.079,1
65.57,90.61,49.8,2132,3.159,1
78.96,293.76,44.44,1978,3.297,1
66.33,303.28,49.01,1919,2.295,1
74.81,303.81,50.42,2075,2.202,1
49.65,251.53,48.21,2097,1.198,1
37.82,11.45,47.61,1957,1.985,1
81.35,22.34,50.88,2085,1.487,1
2.5,134.48,53.93,2366,2.578,1
22.08,30.91,52.11,1803,0.765,1
103.6,211.81,55.66,2216,2.585,1
8.11,29.71,48.51,1813,2.751,1
100.73,335.44,50.89,1922,1.591,1
143.34,169.84,55.2,2006,1.37,1
31.16,150.83,40.7,2090,2.489,1
52.92,300.06,47.29,2228,3.109,0
96.38,330.29,44.74,1862,2.231,1
89.14,119.06,48.58,1987,1.671,1
30.04,325.68,37.68,1797,2.893,1
85.52,142.26,45.45,2053,1.694,1
47.86,132.91,48.04,1978,2.606,0
60.71,245.41,46.02,1960,2.868,1
96.03,207.62,51.1,1970,1.89,1
7.3,214.55,59.91,1918,3.271,0
95.35,5.14,51.45,2099,2.886,1
145.34,250.08,54.8,1901,2.327,1
2.68,140.43,55.16,2393,2.654,1
25.62,87.58,44.55,2185,2.33,1
103.54,269.59,50.64,1975,2.899,1
14.69,225.89,47.94,2047,2.513,1
80.27,25.52,47.46,2007,0.848,1
72.51,25.47,50.62,1906,1.381,1
79.92,188.48,48.5,2257,1.123,1
143.25,228.85,57.17,2082,1.275,0
89.47,26.06,55.02,1947,2.862,1
36.94,210.65,46.51,2061,2.604,1
5.84,290.47,40.74,1735,2.263,1
21.68,339.36,55.11,2105,1.286,1
99.54,12.81,48.47,1992,2.423,1
62.67,331.32,38.57,1826,1.962,1
98.17,253.58,46.04,1909,2.946,1
108.54,188.2,55.27,2042,3.815,1
135.0,162.92,49.55,2014,2.796,1
99.81,162.46,50.14,1774,2.582,1
53.76,112.21,49.12,2221,2.374,1
66.51,196.29,48.46,1991,1.325,1
110.08,313.38,43.8,2180,1.693,1
10.29,177.33,52.06,1884,2.074,1
127.47,342.38,52.06,2070,1.848,1
61.58,148.01,51.39,2031,1.608,1
95.16,184.51,47.88,1902,2.681,1
71.91,153.16,44.57,2223,1.891,1
97.24,348.02,43.13,1992,0.524,1
3.96,299.43,62.6,2008,2.051,1
72.61,121.78,56.65,2083,1.767,1
145.22,288.1,51.32,1956,2.053,0
13.33,298.88,60.31,2197,1.667,1
134.85,207.19,49.31,1889,2.333,1
120.32,210.48,53.74,2218,2.828,1
4.32,8.85,48.59,2046,2.985,1
98.83,279.52,60.45,1825,1.531,1
83.73,52.96,40.94,2205,0.0,1
118.19,193.69,48.24,2075,1.816,1
74.64,320.28,48.86,2018,3.543,1
12.7,286.87,42.88,2092,1.586,1
16.24,3.53,51.35,2056,2.373,1
66.03,213.13,58.08,2106,1.49,1
50.02,179.08,43.89,1943,1.575,1
126.42,316.6,48.91,2099,1.698,1
81.15,86.87,60.63,2013,1.195,1
104.98,292.03,59.28,1837,1.65,1
15.28,49.93,48.33,1916,2.059,1
77.15,138.9,49.82,2010,2.29,1
86.84,69.96,49.91,1868,1.072,1
97.27,117.2,55.43,2218,1.001,1
2.48,291.81,48.17,2100,2.143,1
8.75,238.8,52.97,2026,1.599,1
114.66,222.97,51.44,2141,2.426,0
15.06,143.68,46.83,2242,2.606,1
91.51,348.18,42.93,2159,2.133,1
129.86,195.22,53.67,2294,2.971,1
148.89,211.07,45.39,2055,2.774,1
110.25,104.72,60.83,1932,2.499,1
65.3,236.69,47.35,1963,2.643,1
50.29,350.23,51.56,2207,1.99,1
74.87,85.61,48.25,2064,1.418,1
14.72,343.45,47.99,1915,2.917,1
128.25,357.12,50.63,1767,3.334,1
142.54,315.54,54.01,2028,2.279,1
70.75,211.03,46.38,1861,2.807,1
97.64,196.71,48.66,2008,1.197,1
63.83,235.79,54.57,2117,0.825,1
19.85,79.38,55.43,2147,3.603,1
102.05,25.98,53.71,2133,2.912,1
148.82,262.61,55.69,1745,2.553,0
24.2,266.58,43.93,2145,2.288,1
114.13,160.83,49.14,1849,0.534,1
58.53,280.06,50.43,2098,3.112,1
37.21,81.14,50.66,2149,2.053,1
33.04,172.03,48.6,1977,2.333,1
68.75,126.46,57.3,1720,3.121,1
95.85,352.68,51.86,1835,1.422,1
139.11,332.74,38.76,1828,2.488,1
134.65,27.49,47.2,2092,1.804,1
106.07,192.15,57.83,2319,2.402,1
45.35,103.65,52.01,2408,2.724,1
13.1,319.35,52.29,2035,1.613,1
129.58,247.1,48.27,2140,1.497,1
5.64,237.08,46.89,1934,2.15,1
33.94,206.51,49.89,1969,2.079,1
98.66,36.27,49.01,2180,1.19,1
32.7,83.21,43.97,2287,1.615,1
142.12,83.14,56.42,2129,1.15,0
62.93,22.14,50.77,1951,2.104,1
90.04,201.46,53.52,2155,2.874,1
25.58,114.32,50.97,1983,1.73,1
123.34,225.03,55.49,1929,1.792,1
119.91,140.49,47.48,2152,1.397,1
100.98,308.92,52.36,2060,1.28,1
85.72,357.97,49.44,2259,2.411,1
22.81,193.46,49.09,1953,3.257,1
108.23,306.77,42.34,1941,1.674,1
123.22,236.99,47.16,2303,2.381,1
41.55,274.0,51.75,2027,1.425,1
93.86,327.35,46.36,2286,2.233,1
26.74,34.1,54.83,2003,2.871,1
3.66,73.0,48.92,2223,2.915,1
69.91,317.04,46.69,1908,1.206,1
128.04,197.76,45.98,1617,1.329,1
7.97,98.57,58.72,2330,1.272,1
134.02,103.43,46.99,2209,2.484,0
26.76,323.35,53.74,2064,3.446,1
144.97,20.22,55.78,1835,1.728,1
34.04,359.52,55.02,2261,1.998,1
55.2,43.27,49.38,2087,0.956,1
35.39,62.69,45.17,1977,2.408,1
110.33,330.14,52.42,1992,2.801,1
24.41,297.33,53.89,2117,3.331,1
139.29,35.09,50.31,2054,2.226,1
25.53,348.59,49.84,1766,1.987,1
2.49,13.62,53.12,2145,1.64,1
140.71,47.6,51.35,2113,3.647,1
109.85,204.33,46.78,2119,2.419,1
46.29,317.15,55.73,1994,1.916,1
68.75,81.33,46.12,2079,3.544,1
69.44,306.71,49.65,2147,1.906,1
135.1,109.43,52.38,1853,2.184,0
84.06,111.55,52.15,2000,2.197,1
19.81,193.76,43.19,1856,1.868,1
101.91,210.29,53.02,2042,1.561,1
50.82,123.77,46.17,2001,0.923,1
103.52,191.9,50.33,2108,4.556,1
50.76,199.11,48.88,1983,2.267,1
70.86,246.58,45.93,2107,0.0,1
29.49,303.94,51.49,1758,1.023,1
15.96,95.62,49.41,2058,4.547,1
52.38,90.23,50.48,1914,1.723,1
93.28,87.78,41.1,2134,0.701,1
47.78,185.49,40.23,2083,1.663,1
37.12,238.69,52.65,2046,1.227,0
119.67,13.69,57.46,1686,0.926,1
37.66,46.57,47.83,2235,2.525,1
145.25,195.82,60.13,1807,0.0,0
85.75,53.6,48.26,1961,0.873,1
106.79,314.58,51.67,2109,2.191,1
125.25,282.77,47.6,1818,1.521,1
66.38,29.11,48.03,1899,1.788,1
113.69,8.27,35.78,1945,1.326,1
57.97,27.02,52.69,1934,3.422,1
134.13,257.89,53.26,2477,3.36,1
148.89,221.88,58.36,1789,1.747,0
87.62,336.96,43.33,2012,2.013,1
17.18,69.54,55.09,2132,2.577,1
114.6,293.43,51.7,1974,3.182,1
108.68,27.23,50.16,1983,0.969,1
47.21,121.59,44.68,2056,1.867,1
43.11,80.31,52.14,1989,3.367,1
131.78,162.11,52.12,2036,2.415,0
19.8,357.31,44.27,1832,0.0,1
145.04,184.68,48.55,1977,2.54,1
138.35,266.6,53.55,1920,1.641,1
82.89,222.03,61.83,2100,1.758,0
6.31,327.41,53.01,2012,2.603,1
5.29,65.13,51.8,1982,2.034,1
41.03,67.56,50.14,2003,2.029,1
48.76,293.73,59.45,1977,1.102,1
115.33,131.46,52.99,1892,1.696,1
145.59,212.3,47.36,1884,3.353,0
94.57,120.73,44.78,1717,0.973,0
108.14,225.45,45.51,1844,2.56,1
139.95,19.59,48.43,2170,0.902,1
71.42,205.53,48.74,1788,2.99,1
113.79,13.06,52.73,1641,2.334,1
37.87,185.92,56.38,1969,3.213,1
29.7,128.68,45.09,2060,1.74,1
81.58,277.18,54.59,1915,1.186,1
105.44,162.04,45.99,2048,2.218,1
131.77,305.03,58.3,2063,1.343,1
111.44,199.44,41.4,2122,3.576,1
101.31,39.81,50.74,2121,2.453,1
24.99,179.55,57.95,1967,1.793,1
14.77,92.38,53.01,1813,1.086,1
14.8,241.58,50.93,1903,1.865,1
110.92,20.19,46.81,1989,0.475,1
78.01,265.33,58.3,2220,2.499,1
85.2,141.42,47.43,2165,1.564,1
143.82,281.26,42.12,1944,0.954,1
17.96,19.81,53.85,1934,2.474,1
5.43,187.5,52.47,2006,1.853,1
101.29,316.41,54.48,2038,1.079,1
142.88,35.35,50.08,1971,1.494,1
57.34,110.55,54.26,2002,2.684,1
113.87,2.25,53.13,1854,2.12,1
135.08,78.47,48.19,2133,2.504,1
55.92,10.48,53.81,1901,2.477,1
2.5,356.84,57.59,1826,2.598,1
67.94,100.48,46.31,1834,2.267,1
28.31,322.01,51.81,1977,1.247,0
44.41,190.97,43.44,2214,2.803,1
132.28,178.21,51.15,2191,3.044,1
104.62,131.27,59.3,1894,1.388,1
9.36,20.64,49.74,2070,0.984,1
43.86,335.61,47.23,2253,2.434,1
25.31,175.02,51.37,1892,1.397,1
101.12,173.07,54.24,1994,1.79,1
73.9,60.49,51.65,1919,1.229,1
81.69,202.33,55.1,1775,2.003,1
36.31,314.44,47.65,2176,2.119,1
54.39,67.13,41.71,2086,1.613,1
18.3,187.14,51.77,1934,1.871,0
39.31,272.7,48.98,2065,1.74,1
54.85,109.97,52.06,1955,2.664,1
13.06,91.63,52.56,1753,1.514,1
114.9,337.54,59.48,1994,2.08,1
